text,coding,round,recipient,sender.id,sender.name,treatment,direction,gameID,guess.x,confidence.x,nRabbits.x,nSquirrels.x,nCritters.x,mleEstimate.x,nSquirrelsGame.x,nRabbitsGame.x,mleGame.x,entropy.x,representation.x,designatedGame.x,entropy_bin.x,representation_bin.x,nCrittersGame_bin.x,error.x,guess.y,confidence.y,nRabbits.y,nSquirrels.y,nCritters.y,mleEstimate.y,nSquirrelsGame.y,nRabbitsGame.y,mleGame.y,entropy.y,representation.y,designatedGame.y,entropy_bin.y,representation_bin.y,nCrittersGame_bin.y,error.y
25 rabbits to the left on the scale,sb,7,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
one rabbit,pn,8,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,59,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,59,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
"2 rabbits, 1 squirrel",pn,8,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
1 squirrel as always,pn,8,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,51,31,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",23.41,51,31,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",23.41
Total ratio is 25 to the left on the slider to rabbitas,sb,8,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
going with 75% rabbits for teh ratio,sb,8,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
3:1,sb,8,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
yep,sb,8,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
I wrote it down and did the math,o,8,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
hello,o,1,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,NA,NA,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA,NA,NA,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA
only one animal here - 1 rabbit,pn,1,01JGQ6DMPCMT7YSVV0QYRN9ST6,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,0,0,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",27.27,0,0,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",27.27
7 rabbit,pn,1,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,NA,NA,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA,NA,NA,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA
only 1 animal here - 1 rabbit,pn,2,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,78,0,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",50.73,78,0,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",50.73
they are 7 rabbits and 3 squirrel at my  yard,pn,2,01JGQ6JSZGB41N4BR5VZ0TFB83,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27
More squirrels than rabbits,pb,2,01JGQ6MW9TRPVGR2QR49DSFQ1S,01JGQ6DMPCMT7YSVV0QYRN9ST6,player 1,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,NA,NA,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA,NA,NA,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA
how many rabbits are in your yard,q,3,01JGQ6DMPCMT7YSVV0QYRN9ST6,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27
"only 1 animal here - 1 rabbit
other guy said:
they are 7 rabbits and 3 squirrel at my yard",pnsn,3,01JGQ6MW9TRPVGR2QR49DSFQ1S,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,NA,NA,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA,NA,NA,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA
4,pn,3,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6DMPCMT7YSVV0QYRN9ST6,player 1,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,NA,NA,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA,NA,NA,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA
2 squirrels,pn,3,01JGQ6JSZGB41N4BR5VZ0TFB83,01JGQ6DZRDJJSWEXPE8D3WBZ3C,player 2,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,80,74,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73,80,74,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73
"only 1 animal here - 1 rabbit 
other guy said: they are 7 rabbits and 3 squirrel at my yard
and another said 2 squirrels",pnsn,4,01JGQ6DMPCMT7YSVV0QYRN9ST6,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,NA,NA,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA,NA,NA,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA
2 squirrels 6 rabbits,pn,4,01JGQ6MW9TRPVGR2QR49DSFQ1S,01JGQ6DZRDJJSWEXPE8D3WBZ3C,player 2,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,80,82,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73,80,82,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73
one other neighbour said more squrriel without specific number,sb,4,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27
"only 1 animal here - 1 rabbit 
other guy said: they are 7 rabbits and 3 squirrel at my yard
and another said 2 squirrels",pnsn,5,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,62,56,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73,62,56,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73
4 rabbits,pn,5,01JGQ6MW9TRPVGR2QR49DSFQ1S,01JGQ6DMPCMT7YSVV0QYRN9ST6,player 1,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,5,100,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",22.27,5,100,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",22.27
so what is our conclusion,sb,5,01JGQ6JSZGB41N4BR5VZ0TFB83,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,5,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",22.27,5,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",22.27
2 squirrels 6 rabbits,pn,5,01JGQ6DMPCMT7YSVV0QYRN9ST6,01JGQ6DZRDJJSWEXPE8D3WBZ3C,player 2,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,80,48,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73,80,48,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73
4 rabbits and 10 squirrels,pn,6,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6DMPCMT7YSVV0QYRN9ST6,player 1,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,4,100,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27,4,100,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27
"only 1 animal here - 1 rabbit 
other guy said: they are 7 rabbits and 3 squirrel at my yard
and another said 2 squirrels

I have it as 5/8×100, so 62.5 rabbits",snsbpn,6,01JGQ6MW9TRPVGR2QR49DSFQ1S,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,62,51,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73,62,51,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73
7 rabbbirs,pn,6,01JGQ6DMPCMT7YSVV0QYRN9ST6,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,NA,NA,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA,NA,NA,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",NA
1 rabbit other guy said: they are 7 rabbits and 3 squirrel at my yard and another said 2 squirrels,snpn,6,01JGQ6JSZGB41N4BR5VZ0TFB83,01JGQ6DZRDJJSWEXPE8D3WBZ3C,player 2,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,80,75,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73,80,75,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",52.73
"only 1 animal here - 1 rabbit other guy said: they are 7 rabbits and 3 squirrel at my yard and another said 2 squirrels I have it as 5/8×100, so 62.5 rabbits",snsbpn,7,01JGQ6DMPCMT7YSVV0QYRN9ST6,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,62,53,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73,62,53,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73
ok,o,7,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27,4,100,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",23.27
2 squirrels and 6 rabbits here others said -  1 rabbit other guy said: they are 7 rabbits and 3 squirrel at my yard and another said 2 squirrels,pnsn,7,01JGQ6MW9TRPVGR2QR49DSFQ1S,01JGQ6DZRDJJSWEXPE8D3WBZ3C,player 2,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,70,53,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",42.73,70,53,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",42.73
"only 1 animal here - 1 rabbit other guy said: they are 7 rabbits and 3 squirrel at my yard and another said 2 squirrels I have it as 5/8×100, so 62.5 rabbits",snpnsb,8,01JGQ6DZRDJJSWEXPE8D3WBZ3C,01JGQ6JSZGB41N4BR5VZ0TFB83,player 3,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,62,44,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73,62,44,1,0,1,1,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",34.73
from the look we have more rabbits to squarriel at,sb,8,01JGQ6JSZGB41N4BR5VZ0TFB83,01JGQ6MW9TRPVGR2QR49DSFQ1S,player 4,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,6,71,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",21.27,6,71,7,3,10,0.7,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",21.27
2 squirrels and 6 rabbits here others said - 1 rabbit other guy said: they are 7 rabbits and 3 squirrel at my yard and another said 2 squirrels,snpn,8,01JGQ6DMPCMT7YSVV0QYRN9ST6,01JGQ6DZRDJJSWEXPE8D3WBZ3C,player 2,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,65,62,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",37.73,65,62,6,2,8,0.75,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",37.73
4 rabbits and 10 squirrels,pn,8,01JGQ6MW9TRPVGR2QR49DSFQ1S,01JGQ6DMPCMT7YSVV0QYRN9ST6,player 1,interactive,RS,01JGQ65PSV4VG5MD1HSCDACPHJ,40,100,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",12.73,40,100,10,4,14,0.714285714285714,9,24,0.7273,1.175,0.0839,10227,"1.1,1.4","0,0.12","30,35",12.73
I saw 1 squirrel and 2 bunnies!,pn,1,01JGQFMYP7KDDB0HX8DZYMCKW3,01JGQFHC515BVCX02STAKMD4WS,player 1,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,32,24,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",4.41,32,24,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",4.41
3/4 rabbits,pb,1,01JGQFHPWT0EWP42BG43VDZ2KK,01JGQFN5N4KDRBPNWHNT4SVN4A,player 4,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,73,43,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",45.41,73,43,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",45.41
1 rabbit,pn,1,01JGQFHC515BVCX02STAKMD4WS,01JGQFMYP7KDDB0HX8DZYMCKW3,player 3,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,17,60,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59,17,60,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59
I saw 1 squirrel and 2 bunnies!,pn,2,01JGQFN5N4KDRBPNWHNT4SVN4A,01JGQFHC515BVCX02STAKMD4WS,player 1,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,53,21,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",25.41,53,21,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",25.41
1 rabbit,pn,2,01JGQFHPWT0EWP42BG43VDZ2KK,01JGQFMYP7KDDB0HX8DZYMCKW3,player 3,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,19,29,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",8.59,19,29,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",8.59
"I only saw one squirrel, no rBBITAS",pn,2,01JGQFHC515BVCX02STAKMD4WS,01JGQFHPWT0EWP42BG43VDZ2KK,player 2,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,69,19,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",41.41,69,19,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",41.41
3/4 bunnies to rabbits,pb,2,01JGQFMYP7KDDB0HX8DZYMCKW3,01JGQFN5N4KDRBPNWHNT4SVN4A,player 4,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,75,70,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",47.41,75,70,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",47.41
I saw 1 squirrel and 2 rabbits,pn,3,01JGQFHPWT0EWP42BG43VDZ2KK,01JGQFHC515BVCX02STAKMD4WS,player 1,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,54,24,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",26.41,54,24,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",26.41
i see 1 rabbit,pn,3,01JGQFN5N4KDRBPNWHNT4SVN4A,01JGQFMYP7KDDB0HX8DZYMCKW3,player 3,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,50,83,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,83,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
ONLY ONE SQUIRrel,pn,3,01JGQFMYP7KDDB0HX8DZYMCKW3,01JGQFHPWT0EWP42BG43VDZ2KK,player 2,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,50,100,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,100,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
3/4 rabbits to bunny,pb,4,01JGQFHPWT0EWP42BG43VDZ2KK,01JGQFN5N4KDRBPNWHNT4SVN4A,player 4,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,78,83,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",50.41,78,83,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",50.41
1 squirrel,pn,4,01JGQFN5N4KDRBPNWHNT4SVN4A,01JGQFHPWT0EWP42BG43VDZ2KK,player 2,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,90,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",62.41,90,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",62.41
i see 1 rabbit,pn,4,01JGQFHC515BVCX02STAKMD4WS,01JGQFMYP7KDDB0HX8DZYMCKW3,player 3,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,15,64,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",12.59,15,64,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",12.59
"1 squirrel, 2 rabbits for me",pn,4,01JGQFMYP7KDDB0HX8DZYMCKW3,01JGQFHC515BVCX02STAKMD4WS,player 1,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,34,40,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",6.41,34,40,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",6.41
1 squirrel,pn,5,01JGQFHC515BVCX02STAKMD4WS,01JGQFHPWT0EWP42BG43VDZ2KK,player 2,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,50,100,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,100,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
"1 squirrel, 2 rabbits",pn,5,01JGQFN5N4KDRBPNWHNT4SVN4A,01JGQFHC515BVCX02STAKMD4WS,player 1,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,45,42,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",17.41,45,42,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",17.41
i see only one rabbit,pn,5,01JGQFHPWT0EWP42BG43VDZ2KK,01JGQFMYP7KDDB0HX8DZYMCKW3,player 3,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,21,73,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",6.59,21,73,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",6.59
6 sq 18 rabbit,pn,5,01JGQFMYP7KDDB0HX8DZYMCKW3,01JGQFN5N4KDRBPNWHNT4SVN4A,player 4,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,67,79,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",39.41,67,79,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",39.41
no rabbits?,q,5,01JGQFN5N4KDRBPNWHNT4SVN4A,01JGQFHC515BVCX02STAKMD4WS,player 1,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,45,42,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",17.41,45,42,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",17.41
i see one rabbit,pn,6,01JGQFN5N4KDRBPNWHNT4SVN4A,01JGQFMYP7KDDB0HX8DZYMCKW3,player 3,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,50,79,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,79,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
1 squirrel,pn,6,01JGQFMYP7KDDB0HX8DZYMCKW3,01JGQFHPWT0EWP42BG43VDZ2KK,player 2,interactive,RS,01JGQF66CMX0WZM6AYBRQF8306,50,100,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,100,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
